2.864146825340226314e+02 1.690812229938231326e+02 9.150331482773515290e+01
1.272735110813689374e+02 3.294928174890004584e+02 1.315872807147561616e+02
2.843334887967997133e+02 6.816139498195227020e+01 4.236251351999435855e+01
2.851884069511316966e+02 2.114950194131772605e+02 8.645904669709754842e+01
1.943811734900601493e+02 3.593523344912729840e+02 1.087147582875499268e+02
3.263537594218266236e+02 1.867092480693232517e+02 1.127798978313876148e+02
2.513957691306956690e+02 2.397510277516695112e+02 1.962684538671706491e+01
2.250481112692069630e+00 3.125400588529355446e+02 5.009778585128860584e+01
2.875401750910807550e+02 3.193011085980214716e+02 9.087627314343087903e+01
1.447764290469320372e+02 3.513071150501006059e+02 5.904644307699594208e+01
2.897584948557567941e+02 4.943062756504433963e+01 1.134702761600647314e+01
3.063378098885972349e+02 1.132804073162851921e+02 7.400989711614518285e+01
3.085690185886967924e+02 1.677194931930344524e+01 8.364398090808298036e+01
1.013826895657483078e+02 7.562540285609982504e+01 1.099483474881376992e+02
8.886668600509305804e+01 2.355595680857564957e+02 1.356287994127004595e+02
4.523468455042344516e+01 3.003146925949831143e+02 4.361928072258589850e+01
2.145548557322939587e+02 2.153023733442190917e+02 9.606583245014630279e+01
4.089991278153472365e+01 1.234427607385946715e+02 7.967112336539661044e+01
7.292783019520216214e+01 5.507369920602446456e+01 8.598080659651088808e+01
2.482029576467400034e+02 2.222250142037276248e+02 6.446895270006707790e+01
3.459319222509849965e+02 1.542733410015447078e+02 9.069619268104254672e+01
3.318205589761029159e+02 9.078954777713683200e+01 2.814849546441719852e+01
2.177027173929513140e+02 1.377486871713974494e+02 1.351517131835215366e+02
5.375040416281928657e+01 2.052578437291884370e+02 1.197259011361703926e+02
2.362162852038282210e+02 1.008309010146579965e+02 8.018519763514333931e+01
1.669112852795074673e+02 3.195035956145797513e+02 6.600404679088357796e+01
1.970365370028111585e+01 2.772626677727247397e+02 6.351128274654865891e+01
2.298934602126915934e+02 1.946049807275113608e+02 4.616900823107728513e+01
1.718577858842748753e+02 3.558584267285778537e+02 6.386189657659556218e+01
2.293324256809376891e+02 3.544401398148893350e+02 1.337581213864340270e+02
1.200598460952064386e+02 1.266680707491509992e+02 5.438914083017854040e+01
1.488936753142300518e+02 2.035312079450422686e+02 5.956363344591957798e+01
1.992942766187003656e+02 2.682234721487139382e+02 2.309193154278184323e+01
