153.75 229.03 152.15
27.57 8.83 61.98
120.18 290.62 60.74
331.18 75.97 93.33
236.41 103.94 2.48
325.51 353.85 17.64
325.78 292.3 42.83
172.54 97.85 45.37
88.55 318.64 80.55
188.67 340.98 87.69
166.37 204.14 41.44
143.51 353.21 37.5
26.29 274.96 129.24
171.24 55.67 133.49
176.22 207.93 83.36
18.81 221.13 152.12
153.14 133.73 67.39
219.73 33.41 139.98
343.4 161.46 144.34
212.31 280.64 137.26
188.57 160.93 102.37
22.89 191.68 95.18
86.59 248.85 98.4
345.68 276.27 144.55
9.06 286.33 73.3
69.78 108.04 21.27
276.03 48.73 119.72
285.44 53.46 55.46
50.37 265.36 20.83
147.8 9.1 52.94
347.23 232.31 42.51
179.38 29.92 87.83
354.48 307.41 8.91
247.75 293.4 104.56
141.92 58.1 48.86
61.12 107.69 127.98
23.2 18.46 2.66
292.01 200.44 99.46
183.5 41.54 35.11
90.75 32.64 7.68
235.79 174.98 101.69
277.72 328.37 35.09
2.55 56.4 41.09
340.77 27.3 128.43
84.61 -0.31 45.01
280.7 347.44 108.48
348.11 76.3 52.05
92.33 261.44 145.28
272.23 143.17 65.22
329.75 35.39 33.26
102.83 192.62 13.06
76.98 347.06 143.63
167.36 6.6 1.11
323.4 156.56 53.13
212.87 3.78 82.71
260.5 204.23 65.13
59.19 208.4 131.57
301.56 80.94 10.93
118.57 196.48 152.47
5.07 33.68 149.3
89.84 258.0 50.66
1.59 123.45 17.82
208.65 197.29 146.07
280.5 127.96 7.09
190.52 252.72 5.67
313.44 129.53 146.68
284.43 105.91 48.15
117.81 300.09 13.17
43.63 219.66 72.28
37.11 7.34 104.93
186.96 2.97 137.44
312.98 307.36 99.85
146.09 234.72 106.65
294.57 1.33 34.07
4.42 240.28 103.59
127.33 23.31 112.48
96.83 164.62 121.37
156.89 281.23 111.92
129.4 338.96 87.67
226.47 0.96 29.72
276.54 311.1 133.97
286.14 172.27 139.26
250.54 171.84 30.4
88.08 164.64 67.93
156.53 145.62 144.58
260.94 2.31 142.43
244.32 239.62 111.68
341.58 176.25 91.96
244.29 349.3 66.55
144.58 350.18 127.81
99.75 100.36 59.06
299.19 120.28 93.32
54.52 311.04 121.31
334.45 110.89 30.28
0.26 76.77 1.38
117.47 130.97 96.9
136.49 169.41 32.1
236.71 106.8 72.41
87.12 2.18 104.81
113.08 204.12 64.82
272.37 251.07 22.97
344.64 63.7 -0.51
166.41 139.34 4.45
138.34 87.92 85.95
116.98 78.61 5.48
0.61 71.3 104.2
69.09 25.77 140.88
184.37 315.87 147.59
82.64 342.41 27.43
83.88 233.05 5.45
216.12 117.54 145.45
187.72 100.66 97.74
330.3 264.93 91.66
354.83 137.97 4.51
203.45 168.12 51.92
111.96 302.97 122.03
250.97 81.35 143.83
11.67 326.65 138.75
291.16 11.69 99.78
173.41 309.13 27.26
237.56 343.77 128.95
39.21 138.88 66.38
349.01 313.36 74.31
29.96 311.96 32.61
45.58 57.39 15.74
212.44 258.67 75.54
215.27 330.64 31.09
6.81 157.29 138.59
267.71 268.22 152.57
249.49 126.98 115.28
0.19 200.3 33.53
257.27 56.47 10.91
331.6 325.22 152.98
11.35 237.96 10.83
303.35 178.63 20.52
95.48 84.24 107.5
175.72 82.89 4.42
3.51 329.4 0.9
226.83 218.99 7.97
161.86 253.46 59.06
244.88 282.29 9.36
322.34 81.42 141.07
317.31 228.03 6.95
105.65 133.82 -0.18
34.42 157.75 16.13
143.93 260.63 14.61
239.53 40.76 78.81
18.76 99.51 143.19
36.54 55.57 130.13
354.68 127.23 104.54
80.54 52.56 79.14
341.09 226.21 112.81
294.96 247.82 118.94
156.44 104.14 144.25
47.49 211.65 6.01
7.56 127.82 101.22
345.36 355.78 113.68
27.72 330.05 77.69
