6.316599999999999682e+02 3.116700000000000159e+02
1.857400000000000091e+02 5.829999999999999716e+01
2.655799999999999841e+02 4.749000000000000199e+01
1.858600000000000136e+02 1.325399999999999920e+02
5.058700000000000045e+02 3.458500000000000227e+02
3.046999999999999886e+01 5.090699999999999932e+02
9.028000000000000114e+01 3.634100000000000250e+02
6.928999999999999773e+02 4.549000000000000199e+01
3.074900000000000091e+02 4.555699999999999932e+02
4.227799999999999727e+02 4.732099999999999795e+02
6.747200000000000273e+02 1.706100000000000136e+02
1.018299999999999983e+02 9.175000000000000000e+01
3.486299999999999955e+02 4.168899999999999864e+02
5.010999999999999943e+01 4.607400000000000091e+02
7.000900000000000318e+02 2.202599999999999909e+02
6.934999999999999432e+01 4.923000000000000114e+02
6.076900000000000546e+02 2.880099999999999909e+02
6.038600000000000136e+02 4.540899999999999750e+02
5.985499999999999545e+02 6.899999999999999467e-01
4.149399999999999977e+02 1.023599999999999994e+02
1.369900000000000091e+02 3.098500000000000227e+02
4.674300000000000068e+02 2.910500000000000114e+02
5.754400000000000546e+02 4.967500000000000000e+02
4.820299999999999727e+02 5.350299999999999727e+02
2.675400000000000205e+02 4.108299999999999841e+02
1.580300000000000011e+02 6.460999999999999943e+01
1.219000000000000057e+02 3.433399999999999750e+02
3.198199999999999932e+02 4.353399999999999750e+02
6.744900000000000091e+02 4.334800000000000182e+02
3.627300000000000182e+02 2.141500000000000057e+02
6.897300000000000182e+02 8.506999999999999318e+01
3.859100000000000250e+02 1.492700000000000102e+02
4.295799999999999841e+02 1.997199999999999989e+02
2.032599999999999909e+02 3.988799999999999955e+02
6.777300000000000182e+02 1.309399999999999977e+02
2.371100000000000136e+02 2.939900000000000091e+02
2.048300000000000125e+02 1.064399999999999977e+02
6.982999999999999829e+01 3.696700000000000159e+02
1.749399999999999977e+02 2.571800000000000068e+02
7.948999999999999488e+01 2.322100000000000080e+02
1.789999999999999858e+01 1.203499999999999943e+02
4.842000000000000171e+01 3.717000000000000171e+01
4.823000000000000114e+02 7.550000000000000000e+01
6.151200000000000045e+02 1.074200000000000017e+02
3.099900000000000091e+02 3.583799999999999955e+02
3.143000000000000114e+02 4.934599999999999795e+02
3.989499999999999886e+02 5.088000000000000256e+01
3.359800000000000182e+02 1.637199999999999989e+02
5.444600000000000364e+02 4.334000000000000341e+01
3.922099999999999795e+02 2.687500000000000000e+02
1.344900000000000091e+02 3.634900000000000091e+02
4.544900000000000091e+02 4.637599999999999909e+02
2.383499999999999943e+02 1.933700000000000045e+02
2.543400000000000034e+02 2.404300000000000068e+02
5.568099999999999454e+02 2.022899999999999920e+02
4.512699999999999818e+02 5.431000000000000227e+02
4.957500000000000000e+02 3.740999999999999659e+01
2.477400000000000091e+02 3.697300000000000182e+02
7.155000000000000000e+02 2.648700000000000045e+02
1.628899999999999864e+02 3.468600000000000136e+02
4.336200000000000045e+02 2.641100000000000136e+02
5.146399999999999864e+02 3.144599999999999795e+02
3.345600000000000023e+02 2.800299999999999727e+02
6.156599999999999682e+02 1.930099999999999909e+02
4.736200000000000045e+02 1.205400000000000063e+02
3.873199999999999932e+02 1.796599999999999966e+02
1.633400000000000034e+02 4.596000000000000227e+02
3.321100000000000136e+02 3.084900000000000091e+02
2.948299999999999841e+02 1.000000000000000056e-01
3.659000000000000341e+01 5.418400000000000318e+02
4.407699999999999818e+02 6.277000000000000313e+01
4.295000000000000284e+01 9.643000000000000682e+01
9.332999999999999829e+01 4.161800000000000068e+02
6.089999999999999858e+01 2.827900000000000205e+02
5.173099999999999454e+02 5.577899999999999636e+02
6.826299999999999955e+02 3.295699999999999932e+02
6.707100000000000364e+02 2.837599999999999909e+02
2.549000000000000057e+02 1.171200000000000045e+02
1.294099999999999966e+02 4.395699999999999932e+02
5.249700000000000273e+02 7.375000000000000000e+01
7.126499999999999773e+02 3.275000000000000000e+01
5.489700000000000273e+02 2.498600000000000136e+02
8.485999999999999943e+01 1.853700000000000045e+02
2.738700000000000045e+02 1.293300000000000125e+02
3.164599999999999795e+02 1.166200000000000045e+02
4.120299999999999727e+02 2.851000000000000227e+02
5.826799999999999500e+02 2.450000000000000000e+01
2.841899999999999977e+02 8.593999999999999773e+01
5.762000000000000455e+02 3.993700000000000045e+02
6.812899999999999636e+02 4.540899999999999750e+02
4.685000000000000000e+02 5.021299999999999955e+02
5.291000000000000227e+02 2.880000000000000000e+02
4.385199999999999818e+02 2.311800000000000068e+02
2.020900000000000034e+02 1.066000000000000014e+01
2.522100000000000080e+02 4.737300000000000182e+02
6.057000000000000028e+01 1.340200000000000102e+02
7.196499999999999773e+02 3.979900000000000091e+02
3.846899999999999977e+02 4.008199999999999932e+02
3.471299999999999955e+02 1.600000000000000089e+00
1.644399999999999977e+02 5.264700000000000273e+02
4.340500000000000114e+02 5.153099999999999454e+02
5.591900000000000546e+02 5.559099999999999682e+02
2.933999999999999773e+02 1.131599999999999966e+02
5.794900000000000091e+02 7.040999999999999659e+01
3.015500000000000114e+02 5.612899999999999636e+02
2.593399999999999750e+02 3.186800000000000068e+02
1.864799999999999898e+02 2.983500000000000227e+02
2.392899999999999920e+02 3.478000000000000114e+01
3.691700000000000159e+02 3.004100000000000250e+02
1.699099999999999966e+02 4.355299999999999727e+02
2.696200000000000045e+02 5.477699999999999818e+02
6.320000000000000000e+02 2.165000000000000000e+02
2.353000000000000114e+01 1.618199999999999932e+02
4.208700000000000045e+02 1.377800000000000011e+02
6.541299999999999955e+02 2.128700000000000045e+02
3.907500000000000000e+02 3.134200000000000159e+02
2.793899999999999864e+02 4.473000000000000114e+02
6.093600000000000136e+02 1.596599999999999966e+02
3.900000000000000000e+01 3.669300000000000068e+02
3.802300000000000182e+02 9.940999999999999659e+01
6.206900000000000546e+02 3.870000000000000107e+00
4.259399999999999977e+02 3.448700000000000045e+02
3.283399999999999750e+02 2.303199999999999932e+02
4.208799999999999955e+02 5.402300000000000182e+02
4.822300000000000182e+02 4.856000000000000227e+02
1.467800000000000011e+02 1.737100000000000080e+02
4.246299999999999955e+02 4.512500000000000000e+02
4.781700000000000159e+02 2.182700000000000102e+02
6.878500000000000227e+02 3.645899999999999750e+02
4.734900000000000091e+02 1.700200000000000102e+02
5.351699999999999591e+02 1.019500000000000028e+02
5.757999999999999829e+01 2.044300000000000068e+02
2.465800000000000125e+02 1.496200000000000045e+02
3.048700000000000045e+02 4.184200000000000159e+02
3.705199999999999818e+02 5.001000000000000227e+02
4.041299999999999955e+02 2.310999999999999943e+02
1.993100000000000023e+02 3.598199999999999932e+02
2.897599999999999909e+02 3.332900000000000205e+02
2.373000000000000043e+01 2.083100000000000023e+02
6.122500000000000000e+02 7.962999999999999545e+01
4.540299999999999727e+02 1.594600000000000080e+02
3.045199999999999818e+02 2.542700000000000102e+02
5.103199999999999932e+02 2.341399999999999864e+02
4.778999999999999915e+01 6.228000000000000114e+01
3.618199999999999932e+02 3.713399999999999750e+02
5.655000000000000000e+02 3.149700000000000273e+02
5.026000000000000227e+02 3.797599999999999909e+02
2.326999999999999886e+02 5.234199999999999591e+02
2.248400000000000034e+02 3.986700000000000159e+02
5.492100000000000364e+02 3.639800000000000182e+02
5.214700000000000273e+02 4.913000000000000114e+02
1.198900000000000006e+02 1.190199999999999960e+02
3.099499999999999886e+02 4.709000000000000341e+01
3.184700000000000273e+02 5.414700000000000273e+02
2.328999999999999915e+01 6.388000000000000256e+01
1.976800000000000068e+02 2.341399999999999864e+02
4.446399999999999864e+02 9.949999999999999289e+00
4.720400000000000205e+02 1.153999999999999915e+01
2.162100000000000080e+02 5.555599999999999454e+02
3.446299999999999955e+02 4.666100000000000136e+02
6.046399999999999864e+02 5.821000000000000085e+01
2.796600000000000250e+02 2.169000000000000128e+01
4.280000000000000249e+00 2.580199999999999818e+02
7.030299999999999727e+02 4.961899999999999977e+02
2.371999999999999886e+01 2.985400000000000205e+02
6.502899999999999636e+02 4.721999999999999886e+01
1.118400000000000034e+02 2.303999999999999915e+01
4.643600000000000136e+02 3.505000000000000000e+02
3.388799999999999955e+02 1.992299999999999898e+02
4.956600000000000250e+02 9.631999999999999318e+01
1.529900000000000091e+02 3.906000000000000227e+01
1.481599999999999966e+02 2.134699999999999989e+02
2.939200000000000159e+02 3.047300000000000182e+02
1.411800000000000068e+02 9.470000000000000639e+00
9.667000000000000171e+01 2.552199999999999989e+02
5.059800000000000182e+02 4.406999999999999886e+02
5.827400000000000091e+02 1.533400000000000034e+02
3.278999999999999915e+01 3.202599999999999909e+02
6.637400000000000091e+02 1.911699999999999875e+02
6.983999999999999773e+02 5.468700000000000045e+02
3.440899999999999750e+02 3.424100000000000250e+02
6.268600000000000136e+02 3.626299999999999955e+02
7.125199999999999818e+02 2.983999999999999773e+02
2.679399999999999977e+02 1.642400000000000091e+02
5.333400000000000318e+02 3.437400000000000091e+02
6.570000000000000000e+02 9.764000000000000057e+01
5.056200000000000045e+02 5.054800000000000182e+02
5.126100000000000136e+02 1.928300000000000125e+02
2.689999999999999947e+00 4.440500000000000114e+02
9.459000000000000341e+01 5.501499999999999773e+02
3.881999999999999886e+02 4.495699999999999932e+02
6.054199999999999591e+02 5.266799999999999500e+02
6.759800000000000182e+02 5.433400000000000318e+02
6.369199999999999591e+02 3.857400000000000091e+02
5.672000000000000455e+02 2.327100000000000080e+02
3.442699999999999818e+02 1.055900000000000034e+02
5.363999999999999773e+02 1.300000000000000044e-01
8.373000000000000398e+01 3.017699999999999818e+02
6.735099999999999909e+02 6.650000000000000000e+01
2.404499999999999886e+02 8.301000000000000512e+01
4.617500000000000000e+02 2.367400000000000091e+02
2.186699999999999875e+02 3.345400000000000205e+02
3.268299999999999841e+02 7.440000000000000568e+01
5.418999999999999773e+02 4.704100000000000250e+02
4.026399999999999864e+02 3.617699999999999818e+02
5.153999999999999773e+02 1.612000000000000099e+01
1.265600000000000023e+02 7.773000000000000398e+01
1.566500000000000057e+02 1.425500000000000114e+02
1.141599999999999966e+02 1.999000000000000057e+02
9.176000000000000512e+01 2.894999999999999929e+01
2.080399999999999920e+02 2.055999999999999943e+02
5.589900000000000091e+02 1.589000000000000057e+01
5.391799999999999500e+02 1.766500000000000057e+02
5.999700000000000273e+02 2.295399999999999920e+02
7.158099999999999454e+02 1.182800000000000011e+02
2.603999999999999915e+01 4.651499999999999773e+02
5.648600000000000136e+02 5.312500000000000000e+02
1.799300000000000068e+02 4.837900000000000205e+02
1.498700000000000045e+02 4.060899999999999750e+02
5.667999999999999545e+02 4.231899999999999977e+02
3.471999999999999886e+02 5.425000000000000000e+01
3.076200000000000045e+02 2.821399999999999864e+02
3.783999999999999773e+02 5.359400000000000546e+02
5.213000000000000256e+01 5.576799999999999500e+02
7.163899999999999864e+02 4.516000000000000227e+02
5.105099999999999909e+02 2.699499999999999886e+02
5.645499999999999545e+02 3.438700000000000045e+02
2.922400000000000091e+02 1.715699999999999932e+02
1.057900000000000063e+02 4.782900000000000205e+02
4.881499999999999773e+02 4.549399999999999977e+02
7.208700000000000045e+02 3.743899999999999864e+02
1.027999999999999972e+02 6.801000000000000512e+01
6.268300000000000409e+02 5.303099999999999454e+02
1.375999999999999943e+02 5.153400000000000318e+02
6.094700000000000273e+02 4.049700000000000273e+02
1.033999999999999986e+01 3.897400000000000091e+02
1.038000000000000078e+01 2.426000000000000156e+01
6.509999999999999787e+00 5.396399999999999864e+02
2.501899999999999977e+02 4.384800000000000182e+02
1.635000000000000000e+02 1.807999999999999829e+01
1.910699999999999932e+02 4.208799999999999955e+02
4.471299999999999955e+02 4.065299999999999727e+02
1.824000000000000057e+02 5.497799999999999727e+02
6.499500000000000455e+02 4.584599999999999795e+02
5.270099999999999909e+02 4.127799999999999727e+02
5.374800000000000182e+02 4.431299999999999955e+02
3.650899999999999750e+02 7.231999999999999318e+01
6.393500000000000227e+02 1.415800000000000125e+02
4.907500000000000000e+02 3.099200000000000159e+02
1.916800000000000068e+02 8.806000000000000227e+01
4.571899999999999977e+02 3.158299999999999841e+02
5.078000000000000114e+02 1.249800000000000040e+02
4.401100000000000136e+02 4.295799999999999841e+02
1.507299999999999898e+02 2.373600000000000136e+02
7.001499999999999773e+02 1.591899999999999977e+02
2.267199999999999989e+02 3.577599999999999909e+02
7.094099999999999682e+02 1.931200000000000045e+02
1.342199999999999989e+02 4.919499999999999886e+02
2.569499999999999886e+02 5.213600000000000136e+02
1.160400000000000063e+02 4.100299999999999727e+02
2.234600000000000080e+02 2.591499999999999773e+02
4.362500000000000000e+02 3.231399999999999864e+02
5.874099999999999682e+02 1.818499999999999943e+02
4.898500000000000227e+02 5.583799999999999955e+02
4.377799999999999727e+02 1.030799999999999983e+02
8.884000000000000341e+01 4.525000000000000000e+02
3.948600000000000136e+02 7.268000000000000682e+01
6.038400000000000318e+02 1.348400000000000034e+02
3.375000000000000000e+01 4.145500000000000114e+02
6.304299999999999500e+02 3.365999999999999659e+01
1.536500000000000057e+02 2.784800000000000182e+02
4.368399999999999750e+02 2.905299999999999727e+02
1.210999999999999943e+02 4.586999999999999744e+01
7.884999999999999432e+01 5.212300000000000182e+02
3.344700000000000273e+02 1.373400000000000034e+02
6.552300000000000182e+02 1.457000000000000028e+01
5.328200000000000500e+02 5.319299999999999500e+02
6.190999999999999659e+01 3.360899999999999750e+02
2.681100000000000136e+02 4.876299999999999955e+02
6.935099999999999909e+02 4.023100000000000023e+02
3.398799999999999955e+02 2.552899999999999920e+02
7.923999999999999488e+01 3.226000000000000227e+02
2.930000000000000000e+02 1.946100000000000136e+02
5.145800000000000409e+02 4.629200000000000159e+02
1.895900000000000034e+02 1.800600000000000023e+02
1.713799999999999955e+02 1.160300000000000011e+02
6.345499999999999545e+02 1.836399999999999864e+02
3.739499999999999886e+02 4.687400000000000091e+02
5.932999999999999545e+02 3.684399999999999977e+02
4.206700000000000159e+02 5.417000000000000171e+01
